@relation 'amazon-commerce-reviews-weka.filters.unsupervised.attribute.Remove-V-R7,386,388,448,678,821,889,1011,1295,2115,6597,6629,6707,6740,6755,6793,6896,6921,6924,6939,6966,6977,6995,7024,7468,7700,7976,8058,8977,9200,9967,10001'

@attribute V7 numeric
@attribute V386 numeric
@attribute V388 numeric
@attribute V448 numeric
@attribute V678 numeric
@attribute V821 numeric
@attribute V889 numeric
@attribute V1011 numeric
@attribute V1295 numeric
@attribute V2115 numeric
@attribute V6597 numeric
@attribute V6629 numeric
@attribute V6707 numeric
@attribute V6740 numeric
@attribute V6755 numeric
@attribute V6793 numeric
@attribute V6896 numeric
@attribute V6921 numeric
@attribute V6924 numeric
@attribute V6939 numeric
@attribute V6966 numeric
@attribute V6977 numeric
@attribute V6995 numeric
@attribute V7024 numeric
@attribute V7468 numeric
@attribute V7700 numeric
@attribute V7976 numeric
@attribute V8058 numeric
@attribute V8977 numeric
@attribute V9200 numeric
@attribute V9967 numeric
@attribute Class {Agresti,Ashbacher,Auken,Blankenship,Brody,Brown,Bukowsky,CFH,Calvinnme,Chachra,Chandler,Chell,Cholette,Comdet,Corn,Cutey,Davisson,Dent,Engineer,Goonan,Grove,Harp,Hayes,Janson,Johnson,Koenig,Kolln,Lawyeraau,Lee,Lovitt,Mahlers2nd,Mark,McKee,Merritt,Messick,Mitchell,Morrison,Neal,Nigam,Peterson,Power,Riley,Robert,Shea,Sherwin,Taylor,Vernon,Vision,Walters,Wilson}

@data
0,0,0,1,0,0,0,0,0,0,20,9,3,6,0,7,0,0,6,5,3,3,3,1,0,0,0,1,1,0,0,Walters
3,0,0,0,0,0,0,0,0,0,4,11,5,0,2,1,3,2,1,1,1,1,0,5,2,2,0,0,0,0,0,Comdet
15,0,0,0,0,0,0,0,0,0,17,19,1,2,11,2,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,Chandler
4,0,0,0,0,0,0,0,0,0,18,7,1,0,4,3,0,0,0,0,3,3,0,3,1,1,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,17,7,5,6,0,3,0,0,3,3,1,1,3,0,0,0,0,2,1,0,0,Walters
5,0,0,0,0,0,0,0,0,0,9,7,4,2,5,2,7,5,2,2,1,1,0,3,1,1,0,1,2,0,1,Mitchell
1,0,0,0,0,0,0,0,0,0,5,1,2,0,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,1,0,Cutey
14,0,0,0,0,0,0,0,0,0,14,7,1,6,13,2,2,1,2,2,0,0,3,0,0,0,0,0,0,0,0,Davisson
6,0,0,0,0,0,0,0,0,0,20,11,0,20,4,4,3,2,3,3,1,1,10,4,0,0,0,0,0,0,0,Chandler
7,0,0,0,0,0,0,1,0,0,5,29,0,4,3,1,9,9,0,0,1,1,1,9,0,0,0,0,0,0,1,Johnson
1,0,0,0,0,1,0,0,0,0,23,3,4,2,0,5,0,0,3,2,4,4,1,0,0,0,0,0,1,0,1,Merritt
7,0,0,0,0,0,0,0,0,0,14,5,4,6,4,3,0,0,3,3,2,2,3,0,0,0,0,0,0,0,1,Walters
0,0,0,0,0,0,0,0,0,0,14,5,4,0,0,5,0,0,3,3,4,4,0,0,1,1,0,0,1,2,0,Harp
5,0,0,0,0,0,0,0,0,0,7,3,1,0,3,0,11,9,0,0,0,0,0,0,0,0,1,0,0,0,0,Cutey
2,0,0,0,0,0,0,0,0,0,7,5,4,2,2,2,7,7,2,2,1,1,1,6,1,1,0,0,0,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,8,6,5,4,0,4,0,0,1,1,1,1,1,3,0,0,0,2,0,0,0,Walters
0,0,0,0,0,0,0,0,0,0,7,1,2,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,Chell
0,2,0,0,1,0,1,0,0,0,21,9,5,17,0,3,3,3,1,1,0,0,8,0,0,0,3,2,2,1,1,Taylor
1,0,0,0,0,0,0,0,0,0,20,24,9,4,1,8,5,5,4,4,0,0,2,6,2,2,1,2,0,0,2,Neal
9,0,0,0,0,0,0,0,0,0,12,7,0,0,7,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,19,6,4,4,0,3,3,3,2,2,4,4,2,0,1,1,1,0,0,0,0,Shea
0,0,0,0,1,0,0,0,0,0,7,7,3,8,0,0,0,0,0,0,6,6,3,0,0,0,2,0,1,0,0,Kolln
1,0,0,0,0,0,0,0,0,0,22,6,3,4,0,4,0,0,2,1,0,0,2,5,0,0,0,0,0,0,0,Lawyeraau
1,0,0,0,0,0,0,0,0,0,5,9,3,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,Chachra
7,0,0,0,1,0,0,0,0,0,16,7,0,2,6,3,1,0,2,2,1,1,1,11,0,0,3,0,0,0,0,Brown
2,0,0,0,0,0,0,0,0,0,15,9,1,2,2,3,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,22,5,7,0,2,3,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,Cholette
2,0,0,0,0,0,0,0,0,0,6,3,1,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Corn
4,0,0,0,0,0,0,0,0,0,27,7,8,8,3,7,0,0,6,6,0,0,4,2,0,0,1,1,0,0,1,Wilson
1,1,0,0,0,0,0,0,0,0,16,19,0,0,1,3,2,2,1,1,0,0,0,9,0,0,0,0,0,1,0,Vision
3,0,0,0,0,0,0,0,0,0,11,11,3,10,2,0,0,0,0,0,1,1,5,2,0,0,0,0,0,1,2,Neal
5,0,0,0,0,0,0,0,0,0,15,5,3,2,4,3,0,0,2,2,3,3,1,2,0,0,0,0,1,0,0,Walters
1,0,0,0,0,0,0,0,0,0,21,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Dent
0,0,0,0,0,0,0,0,0,0,15,7,7,8,0,3,0,0,2,2,1,1,4,3,0,0,0,2,0,0,1,Walters
1,0,0,0,0,0,0,0,0,0,14,11,3,0,1,3,0,0,3,3,0,0,0,4,0,0,0,1,0,0,0,Neal
2,0,0,0,0,0,0,0,0,0,3,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
11,0,0,0,0,0,0,0,1,0,12,13,3,2,11,4,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,Mark
1,0,0,0,0,0,0,0,0,0,10,13,5,2,1,2,4,4,2,2,0,0,0,6,1,1,0,1,0,0,1,Mitchell
0,0,0,0,0,0,0,0,0,0,11,15,7,2,0,2,0,0,0,0,6,6,1,0,1,1,0,0,1,0,0,Auken
11,0,0,0,0,0,0,0,0,0,10,7,0,0,11,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,1,11,15,5,4,1,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,Koenig
0,0,0,0,0,0,0,0,0,0,14,6,4,0,0,2,12,12,2,1,0,0,0,0,2,2,2,0,0,0,0,Shea
4,0,0,0,0,0,0,0,0,0,10,9,12,2,4,2,0,0,1,1,0,0,1,4,2,2,0,2,0,0,0,Neal
13,0,0,0,0,0,0,0,0,0,16,11,6,2,6,1,4,3,1,1,4,4,1,3,0,0,0,0,0,0,0,Chandler
2,0,6,0,0,0,0,0,0,0,15,7,7,7,2,2,3,2,2,2,4,4,2,0,1,1,0,0,0,2,0,Engineer
11,0,0,0,0,0,0,0,0,0,20,5,6,0,8,2,5,5,0,0,1,1,0,0,0,0,2,0,0,0,0,Cholette
6,0,0,0,0,0,0,0,0,0,17,5,3,2,5,4,2,2,1,1,1,1,0,0,1,1,2,0,0,0,0,Lee
1,0,0,0,0,0,0,0,0,0,13,5,0,18,1,3,2,2,2,2,2,2,9,7,0,0,0,0,0,1,0,Robert
7,0,0,0,0,0,0,0,0,0,11,8,11,0,5,1,5,5,0,0,2,2,0,0,4,4,0,0,0,0,0,Riley
1,0,0,0,0,0,0,0,0,0,11,5,3,8,1,1,1,1,1,1,0,0,4,0,0,0,1,0,0,0,0,Lee
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
3,0,0,0,0,0,0,0,0,0,6,11,0,0,3,0,6,6,0,0,2,2,0,1,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,0,0,0,21,7,14,2,0,5,0,0,3,3,0,0,1,0,2,2,1,2,0,0,0,Lee
1,0,0,0,0,0,0,0,0,0,12,5,9,10,0,1,3,3,0,0,8,8,5,0,0,0,0,3,0,0,0,Chell
0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,4,4,3,4,4,1,1,0,4,0,0,0,0,0,0,0,Calvinnme
9,0,0,0,0,0,0,0,0,0,8,15,7,2,7,0,11,10,0,0,2,2,1,0,3,3,0,3,0,0,0,Mahlers2nd
5,0,0,0,0,0,0,0,0,0,3,5,1,0,5,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,Corn
9,0,0,0,0,0,0,0,0,0,9,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,24,5,1,6,0,3,1,1,2,2,0,0,3,1,0,0,3,0,0,0,1,Bukowsky
4,0,0,0,0,0,0,1,0,0,12,9,4,0,3,0,5,5,0,0,2,2,0,7,1,1,0,0,0,0,0,Johnson
7,0,0,0,0,0,0,0,0,0,14,11,2,0,4,4,4,4,4,4,0,0,0,0,2,2,0,0,0,0,0,Power
0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,1,10,10,0,0,2,2,0,0,0,0,0,0,0,2,0,Dent
5,0,0,1,0,0,0,0,0,0,6,10,3,0,1,0,8,8,0,0,2,2,0,1,1,1,0,1,0,0,0,Mahlers2nd
5,0,0,0,0,0,0,0,0,0,5,20,5,1,3,1,0,0,1,1,3,3,1,5,0,0,0,0,0,0,0,Hayes
1,0,0,0,0,0,0,0,0,0,10,16,9,0,1,0,2,2,0,0,6,6,0,0,3,1,0,2,0,1,0,Engineer
6,0,0,0,0,0,0,0,0,0,17,5,2,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Lee
2,0,0,0,0,0,0,0,0,0,21,7,5,6,0,5,1,1,3,3,1,1,3,1,0,0,1,1,0,0,0,Chell
1,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,1,0,0,0,0,0,0,9,7,0,6,1,3,1,1,2,2,3,3,2,0,0,0,1,0,0,0,0,CFH
1,0,0,0,0,0,0,0,0,0,20,7,7,0,1,6,1,1,5,5,0,0,0,1,0,0,3,1,0,0,0,Taylor
1,0,0,0,0,0,0,0,0,0,8,9,3,0,1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,Agresti
2,0,0,0,1,0,0,0,0,0,4,7,2,0,1,1,0,0,1,1,2,2,0,4,0,0,1,0,0,0,0,Brown
6,0,0,0,0,0,0,0,0,0,11,3,2,2,1,0,3,3,0,0,5,5,1,0,0,0,0,1,0,0,0,Chell
2,0,0,0,0,0,0,0,0,0,9,20,2,2,1,1,4,4,1,0,0,0,1,3,0,0,0,0,0,0,1,Neal
4,0,0,0,0,0,0,0,0,0,25,14,1,0,4,4,0,0,2,1,1,1,0,2,0,0,3,0,0,0,0,Blankenship
2,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,8,8,0,0,0,0,0,7,0,0,0,0,0,0,0,Nigam
4,0,0,0,0,0,0,0,0,0,15,14,0,4,4,0,1,1,0,0,1,1,2,6,0,0,0,0,1,0,1,Blankenship
1,1,0,0,0,0,0,0,0,0,19,7,0,0,1,8,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Taylor
0,0,0,0,0,0,0,0,0,0,19,5,3,10,0,8,0,0,3,2,0,0,4,0,0,0,0,1,0,0,2,Bukowsky
9,0,0,0,0,0,0,0,0,0,3,9,6,16,7,0,0,0,0,0,0,0,6,0,0,0,10,3,0,0,1,Sherwin
1,0,0,0,0,0,0,0,0,0,12,21,6,8,1,1,6,6,1,1,3,3,3,0,5,0,0,0,0,0,0,Agresti
2,0,0,0,0,0,0,0,0,0,11,32,9,0,1,1,5,5,1,1,0,0,0,3,0,0,0,0,0,0,0,Neal
0,0,0,0,0,0,0,0,0,0,11,5,2,0,0,1,0,0,1,1,3,3,0,0,2,2,0,0,0,0,0,Harp
0,0,0,0,0,0,0,0,0,0,16,5,3,4,0,9,0,0,6,5,3,3,2,0,0,0,0,0,5,0,1,Lovitt
9,0,0,0,0,0,0,0,0,0,17,9,8,4,5,4,1,1,1,1,1,1,0,0,2,2,1,2,0,0,0,Lee
5,0,0,0,0,0,0,0,0,0,13,19,0,2,2,2,5,5,2,2,0,0,1,5,0,0,0,0,0,1,1,Power
2,0,0,0,1,0,0,0,0,0,15,21,8,5,2,4,0,0,4,4,3,3,2,0,7,4,0,0,0,0,0,CFH
2,0,0,0,0,0,0,0,0,0,2,3,3,0,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,McKee
5,0,0,0,0,0,0,0,0,0,9,7,0,0,4,2,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,0,0,0,0,22,7,6,12,1,4,0,0,3,3,5,5,5,1,0,0,0,2,0,0,0,Walters
0,0,9,0,0,0,0,0,0,0,10,7,5,0,0,2,1,1,0,0,2,2,0,0,3,0,0,0,0,0,0,Engineer
6,0,0,0,0,0,0,0,0,0,11,18,2,0,3,3,9,9,3,3,0,0,0,5,1,2,0,0,0,1,0,Power
3,0,0,0,0,0,0,0,0,0,9,1,5,0,2,3,0,0,3,3,3,3,0,0,2,2,0,0,0,0,0,Hayes
11,0,0,0,0,0,0,0,0,0,6,13,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
7,0,0,0,0,0,0,0,0,0,10,11,1,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Comdet
0,1,0,0,0,0,0,0,0,0,10,3,4,0,0,0,1,1,0,0,6,6,0,0,2,2,0,0,0,0,0,Harp
1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,10,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Harp
3,0,0,0,0,0,0,0,0,0,13,7,7,0,2,3,3,3,3,3,1,1,0,1,0,0,0,1,0,0,0,Grove
3,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,20,7,3,0,0,4,9,9,3,3,0,0,0,0,1,1,0,0,0,0,0,Comdet
10,0,0,0,0,0,0,0,0,0,15,14,16,0,7,2,2,2,1,1,3,3,0,0,6,0,0,0,0,3,0,Dent
1,0,0,0,0,0,0,0,0,0,15,5,0,10,1,7,2,2,6,5,0,0,4,2,0,0,2,0,0,0,3,Vernon
2,0,0,0,0,0,0,0,0,0,10,5,3,6,2,2,5,5,1,1,0,0,3,0,2,2,0,0,0,0,0,Calvinnme
5,0,0,0,0,0,0,0,0,0,5,5,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
1,0,0,0,0,0,0,0,0,0,5,7,0,2,1,0,1,1,0,0,2,2,1,0,0,0,1,0,0,0,0,Vision
3,0,0,0,0,0,0,0,0,0,12,7,0,4,2,4,1,1,2,2,5,5,1,0,0,0,0,0,1,0,0,Robert
0,0,0,0,0,0,0,0,0,0,18,11,7,4,0,4,0,0,3,3,1,1,2,1,0,0,4,3,1,0,1,Peterson
4,0,0,0,0,0,0,0,0,0,9,13,2,0,3,1,0,0,1,1,3,0,0,9,0,0,0,0,0,3,0,Brody
11,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,1,0,8,15,1,2,0,0,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,0,0,0,11,1,4,0,0,5,2,2,4,4,0,0,0,6,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,0,10,7,2,10,0,4,0,0,3,3,5,5,5,1,0,0,0,0,0,0,0,Kolln
2,0,0,0,0,0,0,0,0,0,15,4,3,3,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,Ashbacher
1,0,0,0,0,0,0,0,0,0,6,1,1,0,1,3,0,0,2,2,1,1,0,2,1,1,0,0,0,2,0,Hayes
4,0,0,0,0,0,0,0,0,0,15,7,1,12,4,2,0,0,2,1,0,0,6,4,1,1,0,0,2,0,0,Janson
0,0,0,0,0,0,0,0,0,0,12,6,1,6,0,2,6,6,2,2,0,0,3,1,1,1,0,0,0,0,0,Shea
0,0,0,0,0,0,0,0,0,0,12,7,3,4,0,4,5,5,4,4,0,0,2,0,1,1,0,0,0,0,0,Davisson
5,0,0,0,0,0,0,0,0,0,13,17,0,0,2,5,5,3,5,5,0,0,0,1,0,0,0,0,0,0,0,Power
4,0,0,0,0,0,0,0,0,0,3,13,2,0,2,0,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,Nigam
1,1,0,0,0,0,0,0,0,0,9,7,5,0,1,4,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,Taylor
3,0,0,0,0,0,0,0,0,0,23,5,13,2,3,2,2,2,2,1,2,2,1,0,0,0,0,4,0,0,0,Chell
8,0,0,1,0,0,0,0,0,0,4,5,6,2,7,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Brown
6,0,0,0,0,0,0,0,0,0,8,9,5,2,5,0,6,6,0,0,1,1,1,0,2,2,0,2,0,0,0,Mahlers2nd
4,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,Ashbacher
10,0,0,0,0,0,0,1,0,0,4,8,3,0,5,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,Johnson
2,0,0,0,0,0,0,0,0,0,16,9,3,4,2,0,3,3,0,0,0,0,2,8,0,0,0,0,0,0,0,Goonan
7,0,0,0,0,0,0,0,0,0,11,7,1,14,5,4,2,2,4,4,3,3,6,0,0,0,1,0,0,0,1,Robert
1,0,0,1,0,1,0,0,0,0,15,5,2,0,1,4,0,0,4,3,4,4,0,0,0,0,0,0,1,0,0,Merritt
1,0,0,0,0,0,0,0,0,0,5,8,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Vision
9,0,0,0,0,0,0,0,0,0,11,7,4,0,6,3,3,3,3,3,0,0,0,0,3,3,0,0,0,0,0,Comdet
2,0,0,0,0,0,0,0,0,0,9,5,0,4,1,5,1,1,5,5,2,2,2,0,0,0,0,0,0,0,0,Vernon
4,0,0,0,0,0,0,0,0,0,7,9,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
4,0,0,0,0,0,0,0,0,0,4,9,6,8,4,0,0,0,0,0,1,1,4,0,3,3,0,3,0,0,0,Mahlers2nd
4,0,0,1,0,0,0,0,0,0,3,7,1,0,1,0,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,Shea
3,0,0,0,0,0,0,0,0,0,27,9,5,20,3,9,4,4,8,8,1,1,10,7,0,0,0,0,2,0,1,Lovitt
0,0,0,0,0,0,0,0,0,0,19,15,6,1,0,3,2,2,2,2,1,1,0,0,4,1,1,0,0,0,0,Agresti
1,1,0,0,0,0,0,0,0,0,16,7,6,2,1,5,0,0,3,2,1,1,1,1,0,0,1,2,2,0,0,Taylor
13,0,0,0,0,0,1,0,0,0,26,3,3,0,13,2,0,0,0,0,3,3,0,0,0,0,3,0,0,1,0,Morrison
0,0,0,0,0,0,0,0,0,0,17,7,7,0,0,8,3,3,6,6,0,0,0,0,0,0,0,0,1,0,0,Taylor
0,0,0,0,0,0,0,0,0,0,16,11,0,6,0,4,3,2,3,3,3,3,3,0,0,0,1,0,0,0,0,Koenig
0,0,4,0,0,0,0,0,0,0,18,11,12,0,0,3,8,8,1,1,7,7,0,0,5,2,0,0,0,3,0,Engineer
3,0,0,1,0,0,0,0,0,0,10,11,2,7,2,3,1,1,2,2,0,0,1,0,1,1,0,0,0,0,0,Agresti
10,0,0,0,0,0,0,0,0,0,20,7,5,0,7,1,1,1,1,1,3,3,0,0,3,3,0,2,0,0,0,Comdet
1,0,0,1,0,0,0,0,0,0,10,9,7,2,0,2,2,2,1,1,0,0,0,0,3,3,0,2,0,0,0,Agresti
2,0,0,0,0,0,0,0,0,0,20,5,1,18,0,2,0,0,2,2,0,0,9,0,0,0,0,0,0,0,3,Lee
2,0,0,1,0,0,0,6,0,0,5,3,5,0,2,1,0,0,1,1,2,2,0,1,1,1,0,0,1,0,0,Hayes
0,0,0,0,0,0,0,0,0,1,13,9,6,2,0,2,3,3,1,1,0,0,1,0,2,2,0,0,0,0,0,Koenig
0,0,0,0,0,0,0,0,0,0,22,7,8,0,0,3,0,0,3,3,5,5,0,0,3,3,0,0,0,4,0,Messick
2,0,0,0,0,0,0,0,0,0,9,7,3,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,Corn
7,0,0,0,0,0,0,0,1,0,8,11,3,2,5,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Mark
5,0,0,0,0,0,0,0,0,0,10,5,2,2,3,5,0,0,4,4,1,1,1,8,0,0,0,0,0,0,0,Robert
1,0,0,0,0,0,0,0,0,0,24,7,7,0,1,4,0,0,1,1,1,1,0,3,3,3,0,0,0,3,0,Messick
10,0,0,0,0,0,0,0,0,0,6,5,8,4,9,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,Riley
10,0,0,0,0,0,0,0,0,0,16,11,4,0,8,3,2,2,1,0,2,2,0,0,4,4,0,0,0,5,0,Dent
0,0,0,0,0,0,0,0,0,0,13,3,1,2,0,2,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,McKee
13,0,0,0,0,0,0,0,0,0,15,5,7,1,13,2,1,1,2,2,2,2,0,0,0,0,1,4,0,0,0,Grove
0,2,0,0,0,0,0,0,0,0,12,7,7,4,0,2,0,0,0,0,5,5,2,0,0,0,3,2,5,0,0,Kolln
13,0,0,0,0,0,0,0,0,0,17,12,4,6,12,0,1,1,0,0,3,3,3,7,0,0,0,0,0,0,0,Riley
0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,Blankenship
0,1,0,0,0,0,0,0,0,0,14,3,6,0,0,3,0,0,2,2,7,7,0,0,2,2,0,0,0,0,0,Harp
0,0,0,0,0,0,0,0,0,0,17,9,3,10,0,5,0,0,5,5,0,0,5,0,0,0,1,0,2,0,1,Taylor
4,0,0,0,0,0,0,0,0,0,9,1,5,0,1,3,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,Grove
7,1,0,0,0,1,0,0,0,0,11,25,1,2,7,2,4,4,1,1,0,0,1,0,0,0,1,0,0,1,0,Vision
0,0,0,0,0,0,0,0,0,0,16,5,6,6,0,1,2,2,1,1,0,0,3,0,0,0,2,0,0,0,0,Shea
2,0,0,0,0,0,0,0,0,0,19,5,7,4,1,6,4,4,5,5,3,3,2,1,0,0,0,1,0,0,0,Grove
0,0,0,0,0,0,0,0,0,0,19,11,6,4,0,1,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,Auken
0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Lawyeraau
1,0,0,0,0,0,0,0,0,0,6,5,4,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,McKee
14,0,0,0,0,0,0,0,0,0,20,5,10,4,11,3,2,2,3,3,2,2,2,0,0,0,3,4,0,0,0,Cholette
6,0,0,0,0,0,0,0,0,0,13,14,6,2,3,3,6,5,2,2,0,0,0,5,1,1,0,1,1,0,1,Mitchell
0,2,0,0,0,0,0,0,0,0,13,11,6,6,0,0,2,2,0,0,3,3,3,0,0,0,0,0,2,0,0,Kolln
4,0,0,0,0,0,0,0,0,0,10,7,5,0,2,1,1,1,0,0,0,0,0,4,2,2,0,0,0,0,0,Brody
0,0,0,0,1,0,0,0,0,0,2,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Hayes
0,0,0,0,0,0,0,0,0,0,8,2,0,6,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,2,Ashbacher
1,0,0,0,0,0,1,0,0,0,5,7,1,2,0,0,4,3,0,0,0,0,1,4,0,0,0,0,0,0,0,McKee
2,0,0,0,0,0,0,0,0,0,13,5,6,0,2,6,0,0,5,5,2,2,0,1,0,0,1,1,0,0,0,Walters
0,0,0,0,0,0,0,0,0,0,20,5,6,8,0,4,0,0,2,2,5,5,4,2,0,0,1,1,0,0,2,Peterson
3,0,0,0,0,0,0,0,0,0,12,9,4,0,2,3,0,0,3,3,1,1,0,0,4,4,0,0,0,0,0,Comdet
3,0,0,0,0,0,0,0,0,0,9,3,0,0,1,3,0,0,3,3,0,0,0,4,0,0,0,0,1,0,0,Brody
3,0,0,0,0,0,0,0,0,0,11,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McKee
15,0,0,0,0,0,0,0,0,0,7,9,1,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
15,0,0,0,0,0,0,0,0,0,7,5,5,4,12,0,2,1,0,0,3,3,2,0,0,0,1,0,0,0,0,Riley
0,4,0,0,1,0,0,0,0,0,11,7,9,2,0,3,0,0,1,1,0,0,1,0,0,0,1,1,3,0,1,Taylor
3,0,0,0,0,0,0,0,0,0,7,5,0,2,3,0,1,0,0,0,3,3,1,1,0,0,0,0,0,0,0,Riley
1,0,0,0,0,0,0,0,0,0,5,16,3,0,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,Vision
1,0,0,0,0,0,0,0,0,0,17,5,3,10,1,7,0,0,3,3,3,3,5,1,0,0,0,0,0,0,2,Lovitt
4,0,0,0,0,0,0,0,0,0,6,7,0,0,3,2,2,1,2,2,1,1,0,0,0,0,0,0,2,0,0,Vision
2,0,0,0,0,0,0,0,0,0,8,3,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,Brody
2,0,0,0,0,0,0,0,0,0,14,5,4,20,1,4,0,0,3,3,9,9,9,5,0,0,0,0,2,0,0,Lovitt
0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,2,3,3,2,2,4,4,0,0,0,0,0,0,0,0,0,Calvinnme
2,0,0,0,0,0,0,0,0,0,8,3,1,4,1,3,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,Janson
1,0,0,0,1,0,0,0,0,0,16,7,5,10,0,5,0,0,3,3,1,1,4,0,0,0,0,0,1,0,0,Kolln
7,0,0,0,0,0,0,1,0,0,4,5,0,4,5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,Johnson
6,0,0,0,0,0,0,0,0,0,2,2,2,0,5,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Cutey
8,0,0,0,0,0,0,0,0,0,11,5,1,0,6,0,4,3,0,0,3,3,0,0,0,0,0,0,0,0,0,Riley
