@relation metaData_small_allPerformanceValues

@attribute 'OpenML Data Set ID' numeric
@attribute NumberOfInstances numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute MajorityClassPercentage numeric
@attribute MinorityClassPercentage numeric
@attribute AutoCorrelation numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute CardinalityAtTwo numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtFour numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
1472,768,10,37,0.013021,0,0,0,0,8,2,0,0.8,0.2,0,74,1,0.096354,0.001302,0.504563,147.421693,22.692301,-1.158623,0.074011,0.234375,0.105777,-2.005229,-0.162764,671.708333,88.086116,0.116593,0.533417,1.27625,0.379606,-1.672971,-0.11602,4.375,1.65105,-1.238169,-0.030127,283.026042,44.781083,-0.794789,0.371634,38,37,37.5,0.707107,0.78397,0.416667,0.561689,0.919118,0.520833,0.453015,0.748941,0.845052,0.08398,0.89787,0.415365,0.562533,0.89787,0.415365,0.562533,0.89787,0.415365,0.562533,0.877688,0.393229,0.586013,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,0.877688,0.393229,0.586013,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,0.877688,0.393229,0.586013,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,6.375,3.777282,2,12,37.5,0.707107,37,38,1406,16872,202464,55.157895,50.631579,0,61.894737,61.473684,0,56.842105,64.526316,0,59.578947,66.736842,64.210526,60.631579,45.368421,66.736842,11.052632,17.368421,66.421053,66.315789,69.789474,67.052632,60.631579
449,163,28,5,0.171779,1,9,0.006135,0.001972,13,15,8,0.464286,0.535714,0.285714,101,1,0.619632,0.006135,0.462963,33.495488,19.250476,-0.55189,0.3348,4.617284,2.944255,-1.322796,-0.053166,92.828221,52.647874,1.075573,1.055437,4.895497,3.155903,-1.206641,-0.033455,15.382716,8.707031,-1.127592,0.004463,87.003086,49.846087,0.102432,0.711729,7,2,3.466667,1.995232,0.43441,0.574074,-0.121316,0.594877,0.481481,0.073131,0.542999,0.376543,0,0.495508,0.376543,0,0.495508,0.376543,0,0.495508,0.376543,0,0.471131,0.438272,-0.024038,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,0.471131,0.438272,-0.024038,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,0.471131,0.438272,-0.024038,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,63.692308,68.018851,13,163,3.466667,1.995232,2,7,26406,4251366,675967194,50.393939,50.868687,0,43.707071,51.333333,0,55.313131,60.646465,0,48.171717,46.373737,58.454545,59.787879,57.626263,52.656566,64.282828,61.10101,53.10101,60.646465,55.808081,45.545455,60.727273
1473,100,10,2,0.1,0,0,0,0,9,1,1,0.9,0.1,0.1,88,12,0.88,0.12,0.777778,0.387656,0.444525,-0.270076,-0.043857,-0.35,0.121319,-2.039553,-2.234045,0.87,0.808728,3.051598,0.775624,0.05555,0.176948,-1.705184,-0.439139,0.44,0.498888,-0.245415,0.245444,0.7505,0.688739,0.662234,0.696602,2,2,2,0,0.543561,0.17,0.097665,0.508523,0.13,-0.018809,0.456439,0.13,-0.018809,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,5.888889,5.90433,2,18,2,0,2,2,252,1260,5040,92.592593,88.148148,0,89.62963,92.592593,92.592593,92.592593,92.592593,91.851852,85.185185,88.888889,92.592593,91.111111,90.37037,91.851852,92.592593,92.592593,91.111111,92.592593,89.62963,77.777778,92.592593
450,264,5,2,0.018939,0,0,0,0,3,2,2,0.6,0.4,0.4,245,19,0.92803,0.07197,0.996198,22.790694,8.880407,0.362351,-0.071219,12.62572,6.043359,-0.660466,-0.974541,35.564394,13.060099,1.017639,0.94447,12.62572,6.043359,-0.660466,-0.974541,20.18197,7.537763,0.729878,-0.183585,35.564394,13.060099,1.017639,0.94447,2,2,2,0,0.941246,0.018939,0.861577,0.989044,0.037879,0.729564,0.938561,0.041667,0.744006,0.956821,0.011364,0.916946,0.956821,0.011364,0.916946,0.956821,0.011364,0.916946,0.917723,0.015152,0.886574,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,0.917723,0.015152,0.886574,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,0.917723,0.015152,0.886574,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,96,96.015624,29,206,2,0,2,2,10918,316622,633244,98.157895,96.315789,0,97.631579,97.631579,95.526316,96.052632,97.368421,94.736842,96.842105,96.578947,98.684211,98.684211,94.736842,98.684211,94.736842,96.315789,98.684211,96.842105,98.684211,98.157895,97.105263
451,500,6,2,0.012,32,32,0.064,0.010667,2,4,2,0.333333,0.666667,0.333333,278,222,0.556,0.444,0.609218,69.5433,15.395027,-0.449467,0.183052,38.934599,15.333707,-0.500796,-0.080037,100.152,15.456348,-0.398137,0.446142,38.934599,15.333707,-0.500796,-0.080037,69.5433,15.395027,-0.449467,0.183052,100.152,15.456348,-0.398137,0.446142,10,2,4.25,3.86221,0.97708,0.022,0.955622,0.997813,0.02,0.959675,0.850152,0.128,0.732995,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0.9627,0.048,0.90198,1,0,1,1,0,1,0.9627,0.048,0.90198,1,0,1,1,0,1,0.9627,0.048,0.90198,48,28.284271,28,68,4.25,3.86221,2,10,1904,19040,57120,98.367347,98.911565,0,98.77551,100,98.77551,98.77551,98.77551,55.918367,99.319728,96.054422,100,100,100,98.367347,55.782313,87.619048,100,98.77551,98.639456,96.870748,100
452,285,8,7,0.02807,18,27,0.063158,0.011842,3,5,1,0.375,0.625,0.125,118,21,0.414035,0.073684,0.197183,27.334509,7.081739,-1.135922,-0.075358,2.967743,1.239889,-1.480283,-0.656452,75.865495,18.69292,-0.583872,0.285817,2.967743,1.239889,-1.480283,-0.656452,3.17029,1.312407,-1.343611,0.14456,75.865495,18.69292,-0.583872,0.285817,95,2,22,40.853396,0.498797,0.726316,0.036203,0.790749,0.512281,0.326045,0.690634,0.491228,0.282051,0.753852,0.491228,0.282051,0.753852,0.491228,0.282051,0.753852,0.491228,0.282051,0.735005,0.459649,0.363416,0.49626,0.585965,0,0.469756,0.729825,-0.036074,0.735005,0.459649,0.363416,0.49626,0.585965,0,0.469756,0.729825,-0.036074,0.735005,0.459649,0.363416,0.49626,0.585965,0,0.469756,0.729825,-0.036074,38.666667,44.455971,13,90,22,40.853396,2,95,8550,111150,1444950,54.736842,51.052632,0,35.789474,63.421053,0,57.894737,56.578947,0,27.631579,29.210526,57.368421,47.631579,27.368421,41.578947,44.736842,53.947368,49.210526,58.421053,35.526316,41.842105,44.736842
453,57,12,5,0.210526,1,1,0.017544,0.001462,4,8,1,0.333333,0.666667,0.083333,33,1,0.578947,0.017544,0.375,607880.176535,788385.217272,3.901528,1.282832,16569.947368,2094.432197,-0.162596,0.077215,2315386.25,3137984.791869,14.352345,3.574699,23508.364035,2920.391772,0.02967,0.20142,49782.254386,6730.822511,0.708181,0.739707,1750349.911184,2355504.437533,10.966733,2.907369,57,2,12,18.392545,0.518134,0.54386,0.058604,0.490866,0.649123,-0.014918,0.507443,0.45614,-0.001351,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,55.75,0.5,55,56,12,18.392545,2,57,3192,178752,10010112,63.333333,40,0,46.666667,71.666667,0,58.333333,56.666667,0,60,43.333333,60,65,8.333333,56.666667,66.666667,65,58.333333,56.666667,66.666667,51.666667,66.666667
455,406,9,3,0.022167,14,14,0.034483,0.003831,6,3,0,0.666667,0.333333,0,254,73,0.625616,0.179803,0.622222,565.705218,167.510608,-0.4047,0.490349,15.519704,2.803359,-1.200342,0.020912,2979.413793,847.004328,0.541204,1.034079,21.515856,3.512393,-0.915741,0.177896,90.501841,23.292382,-0.660709,0.481375,890.938116,290.442926,0.415222,0.779117,312,3,106.666667,177.826695,0.806752,0.224138,0.578146,0.868456,0.312808,0.479818,0.850342,0.337438,0.426944,0.840011,0.347291,0.405928,0.840011,0.347291,0.405928,0.840011,0.347291,0.405928,0.848444,0.339901,0.427953,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,0.848444,0.339901,0.427953,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,0.848444,0.339901,0.427953,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,128.333333,117.884124,13,356,106.666667,177.826695,3,312,111072,14328288,1375515648,68.205128,69.401709,0,75.042735,81.025641,0,80.512821,80.683761,0,82.393162,80.854701,72.307692,76.239316,73.675214,64.615385,64.102564,63.589744,69.74359,80.683761,74.871795,72.991453,73.675214
1480,583,11,2,0.018868,0,0,0,0,9,2,2,0.818182,0.181818,0.181818,416,167,0.713551,0.286449,0.613402,60.144871,82.431577,30.042076,3.290813,0.947064,0.318492,-0.560066,-0.285672,290.576329,288.918529,150.919884,10.546177,2.313979,0.940485,-0.077433,-0.036535,6.48319,6.209522,11.352529,3.212403,95.312178,212.779173,43.871621,5.728333,2,2,2,0,0.598572,0.368782,0.17342,0.715009,0.435678,0.241453,0.629664,0.286449,0,0.604272,0.325901,0.147792,0.604272,0.325901,0.147792,0.604272,0.325901,0.147792,0.663908,0.28988,0.141684,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,0.663908,0.28988,0.141684,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,0.663908,0.28988,0.141684,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,113.888889,71.661434,40,263,2,0,2,2,46551,7075752,799559976,67.325581,54.534884,0,71.627907,70.930233,71.511628,71.511628,71.162791,71.511628,64.069767,66.046512,70.465116,68.255814,68.023256,67.674419,71.511628,71.511628,65.697674,71.162791,71.046512,66.046512,68.372093
457,27,4,4,0.148148,0,0,0,0,2,2,0,0.5,0.5,0,12,2,0.444444,0.074074,0.730769,6.348889,6.87096,6.546042,2.369899,2.242222,2.969508,3.095707,1.875755,10.455556,10.772413,9.996378,2.864043,2.242222,2.969508,3.095707,1.875755,6.348889,6.87096,6.546042,2.369899,10.455556,10.772413,9.996378,2.864043,27,4,15.5,16.263456,0.8497,0.185185,0.71875,0.803563,0.407407,0.370763,0.680441,0.407407,0.332584,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.479947,0.555556,0,0.77709,0.37037,0.424307,0.820582,0.222222,0.667351,0.479947,0.555556,0,0.77709,0.37037,0.424307,0.820582,0.222222,0.667351,0.479947,0.555556,0,0.77709,0.37037,0.424307,22,4.242641,19,25,15.5,16.263456,4,27,675,12825,51300,60,48,0,52,44,0,48,52,0,60,56,56,52,20,56,40,48,56,52,52,44,40
458,841,71,4,0.084423,0,0,0,0,70,1,0,0.985915,0.014085,0,317,55,0.376932,0.065398,0.996429,10.125242,5.356526,2.359129,1.114702,0.444709,0.80451,-0.790262,-0.040709,77.360285,31.071726,21.231717,4.087187,3.127229,2.520373,0.361678,0.703817,5.030916,3.90264,1.414123,1.032254,11.936385,6.207934,2.442384,1.339735,4,4,4,0,0.993547,0.011891,0.982699,0.995607,0.014269,0.979223,0.748706,0.441141,0.339268,0.938836,0.083234,0.878592,0.938836,0.083234,0.878592,0.938836,0.083234,0.878592,0.938943,0.083234,0.878603,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,0.938943,0.083234,0.878603,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,0.938943,0.083234,0.878603,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,28.857143,21.439693,6,137,4,0,4,4,11371,864196,57036936,98.373984,97.642276,96.422764,98.699187,99.837398,0,99.186992,99.268293,0,99.349593,99.186992,85.853659,93.089431,68.130081,94.796748,38.211382,56.01626,93.414634,99.268293,98.536585,84.146341,90.406504
1482,340,16,30,0.047059,0,0,0,0,15,1,0,0.9375,0.0625,0,16,8,0.047059,0.023529,0.914454,0.950603,0.578887,2.896017,0.664564,0.000387,0.000431,-0.900975,-2.633235,6.282353,3.462779,11.969784,3.325116,0.037345,0.035965,-0.533888,-0.476601,0.523845,0.115047,1.387741,0.49011,0.943793,0.584854,5.77918,1.780457,30,30,30,0,0.783734,0.417647,0.567519,0.971195,0.279412,0.710615,0.72108,0.917647,0.042703,0.785159,0.482353,0.500582,0.785159,0.482353,0.500582,0.785159,0.482353,0.500582,0.782368,0.473529,0.509652,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,0.782368,0.473529,0.509652,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,0.782368,0.473529,0.509652,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,294.533333,101.250655,16,340,30,0,30,30,115260,39073140,13245794460,62.372881,72.542373,24.40678,71.525424,73.559322,0,48.135593,80,0,58.305085,66.779661,42.711864,50.847458,22.711864,62.033898,5.084746,8.474576,60,80,75.932203,58.983051,57.627119
459,83,4,2,0.048193,0,0,0,0,1,3,2,0.25,0.75,0.5,46,37,0.554217,0.445783,0.658537,147.072289,75.883862,-1.240333,0.025082,147.072289,75.883862,-1.240333,0.025082,147.072289,75.883862,-1.240333,0.025082,147.072289,75.883862,-1.240333,0.025082,147.072289,75.883862,-1.240333,0.025082,147.072289,75.883862,-1.240333,0.025082,3,2,2.333333,0.57735,0.78349,0.240964,0.52244,0.849001,0.216867,0.565698,0.753231,0.240964,0.529745,0.791716,0.216867,0.570196,0.791716,0.216867,0.570196,0.791716,0.216867,0.570196,0.75235,0.240964,0.519954,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,0.75235,0.240964,0.519954,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,0.75235,0.240964,0.519954,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,63,0,63,63,2.333333,0.57735,2,3,189,378,756,79.090909,80,0,76.363636,80,74.545455,74.545455,77.272727,49.090909,68.181818,83.636364,72.727273,71.818182,72.727273,72.727273,54.545455,74.545455,70.909091,77.272727,70.909091,70.909091,74.545455
460,379,9,4,0.023747,365,1418,0.963061,0.415714,0,9,0,0,1,0,141,54,0.372032,0.14248,0.15873,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,379,3,44.777778,125.333333,0.65715,0.39916,0.335117,0.715316,0.382353,0.36776,0.599399,0.428571,0.218215,0.5,0.478992,0,0.5,0.478992,0,0.5,0.478992,0,0.579565,0.457983,0.092048,0.5,0.478992,0,0.637984,0.445378,0.178188,0.579565,0.457983,0.092048,0.5,0.478992,0,0.637984,0.445378,0.178188,0.579565,0.457983,0.092048,0.5,0.478992,0,0.637984,0.445378,0.178188,?,?,?,?,44.777778,125.333333,3,379,1137,3411,10233,57.309934,58.694676,0,57.322454,56.354376,0,58.448874,57.019491,0,56.156557,56.968501,54.915117,54.64827,22.876674,56.689577,52.385655,52.642723,55.480893,57.019491,52.385655,52.385655,52.385655
461,100,7,2,0.07,0,0,0,0,3,4,3,0.428571,0.571429,0.428571,73,27,0.73,0.27,0.616162,74.824133,101.234059,6.34807,1.939671,3.3693,1.629013,-0.061752,0.6465,189.0231,294.244598,14.52693,3.290818,3.3693,1.629013,-0.061752,0.6465,32.08,7.828567,4.579032,1.881696,189.0231,294.244598,14.52693,3.290818,6,2,3,2,0.653729,0.25,0.326509,0.988331,0.05,0.877451,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,59,26.888659,28,76,3,2,2,6,5548,155344,932064,98.518519,94.074074,0,94.814815,85.925926,77.777778,76.296296,96.296296,98.518519,69.62963,85.925926,98.518519,98.518519,98.518519,98.518519,74.074074,98.518519,98.518519,96.296296,98.518519,96.296296,97.777778
462,23,6,3,0.26087,0,0,0,0,1,5,1,0.166667,0.833333,0.166667,16,2,0.695652,0.086957,0.590909,69.565217,7.05708,0.293125,-0.653706,69.565217,7.05708,0.293125,-0.653706,69.565217,7.05708,0.293125,-0.653706,69.565217,7.05708,0.293125,-0.653706,69.565217,7.05708,0.293125,-0.653706,69.565217,7.05708,0.293125,-0.653706,23,1,6.4,9.316652,0.613182,0.434783,0.087302,0.705487,0.347826,0.261044,0.602139,0.347826,0.261044,0.502933,0.391304,0.088106,0.502933,0.391304,0.088106,0.502933,0.391304,0.088106,0.602139,0.347826,0.261044,0.463251,0.304348,0,0.463251,0.304348,0,0.602139,0.347826,0.261044,0.463251,0.304348,0,0.463251,0.304348,0,0.602139,0.347826,0.261044,0.463251,0.304348,0,0.463251,0.304348,0,16,0,16,16,6.4,9.316652,1,23,368,1104,3312,56,72,0,64,76,0,72,64,0,64,64,60,68,60,72,60,64,72,64,60,60,60
463,180,33,2,0.183333,0,0,0,0,6,27,23,0.181818,0.818182,0.69697,155,25,0.861111,0.138889,0.731844,41.944093,13.279189,0.592347,0.421406,1.606889,0.066402,-1.2,0,90.5,52.105662,4.616904,0.782909,2.814556,0.492108,-0.793528,0.128446,42.831111,7.850003,0.060301,0.420887,75.63375,21.403205,1.660184,0.745097,10,2,2.703704,1.957526,0.614839,0.172222,0.241848,0.662968,0.188889,0.121951,0.588516,0.138889,0,0.488387,0.138889,0,0.488387,0.138889,0,0.488387,0.138889,0,0.513161,0.144444,0.042945,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,0.513161,0.144444,0.042945,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,0.513161,0.144444,0.042945,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,71,59.154036,12,180,2.703704,1.957526,2,10,13860,942480,59376240,80,77.647059,0,70.980392,80,78.039216,83.921569,83.529412,88.235294,81.960784,82.745098,89.019608,85.098039,87.058824,83.529412,88.235294,88.235294,84.705882,83.529412,87.058824,78.823529,87.843137
464,250,3,2,0.012,0,0,0,0,2,1,1,0.666667,0.333333,0.333333,125,125,0.5,0.5,0.995984,0.215802,0.372159,-0.878917,-0.148651,-0.072758,0.254823,-1.189934,-0.209177,0.504362,0.489496,-0.5679,-0.088125,-0.072758,0.254823,-1.189934,-0.209177,0.215802,0.372159,-0.878917,-0.148651,0.504362,0.489496,-0.5679,-0.088125,2,2,2,0,0.868,0.132,0.736,0.933504,0.16,0.68,0.836768,0.184,0.632,0.830336,0.176,0.648,0.830336,0.176,0.648,0.830336,0.176,0.648,0.830336,0.176,0.648,0.826144,0.164,0.672,0.824,0.176,0.648,0.830336,0.176,0.648,0.826144,0.164,0.672,0.824,0.176,0.648,0.830336,0.176,0.648,0.826144,0.164,0.672,0.824,0.176,0.648,250,0,250,250,2,0,2,2,62500,125000,?,84.444444,83.055556,0,85.555556,83.888889,85,82.777778,84.444444,80.555556,85.277778,85.277778,84.444444,80.555556,77.777778,82.777778,50,82.777778,83.333333,84.444444,81.388889,78.611111,81.388889
1488,195,23,2,0.117949,0,0,0,0,22,1,1,0.956522,0.043478,0.043478,147,48,0.753846,0.246154,0.953608,22.197984,8.317175,5.51908,1.65727,-5.684397,0.000035,-0.921781,-0.514317,197.104918,91.491548,21.994974,4.220709,0.008995,0.009841,0.152701,0.4317,0.038351,0.047877,2.979485,1.623549,1.134031,0.559651,11.363447,2.755277,2,2,2,0,0.932894,0.076923,0.802432,0.867933,0.292308,0.407674,0.79273,0.220513,0.25407,0.747449,0.179487,0.483776,0.747449,0.179487,0.483776,0.747449,0.179487,0.483776,0.752976,0.189744,0.470148,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,0.752976,0.189744,0.470148,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,0.752976,0.189744,0.470148,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,177.909091,37.956001,19,195,2,0,2,2,38025,7414875,1445900625,80.357143,71.071429,0,84.642857,89.642857,87.857143,87.857143,85.714286,76.785714,95.714286,91.071429,81.785714,86.428571,80.357143,87.142857,76.785714,82.5,87.5,85.714286,92.857143,86.428571,85
465,97,11,2,0.113402,0,0,0,0,7,4,3,0.636364,0.363636,0.272727,73,24,0.752577,0.247423,0.53125,332.025458,25.509448,-0.720037,-0.020322,0.596557,0.164693,-1.804438,-0.949161,1986.463918,83.100661,0.910163,0.780878,2.756907,0.691644,-1.705822,-0.142791,19,7.972852,-1.063832,-0.026635,175.608247,64.135364,0.332427,0.223406,62,2,17,30,0.522546,0.319588,0.018283,0.826484,0.309278,0.364906,0.669521,0.206186,0.334705,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,0.623288,0.175258,0.404478,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,0.623288,0.175258,0.404478,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,48.142857,28.044183,12,76,17,30,2,62,5624,399304,24756848,74.615385,70.769231,0,77.692308,78.461538,77.692308,77.692308,82.307692,76.923077,70,83.076923,76.923077,83.846154,75.384615,80,76.923077,76.153846,77.692308,82.307692,81.538462,74.615385,76.153846
466,340,15,2,0.044118,228,834,0.670588,0.163529,12,3,2,0.8,0.2,0.133333,177,163,0.520588,0.479412,0.99705,11.978482,7.56404,0.478498,-0.034557,0.810438,0.117524,-1.439753,-0.559834,134.679412,89.377032,2.713862,0.301993,0.818985,0.122653,0.085182,-0.109479,0.826077,0.126847,0.38577,-0.03079,0.831579,0.131159,0.870349,0.139257,3,2,2.333333,0.57735,0.566947,0.429412,0.134679,0.59731,0.426471,0.139135,0.575509,0.4,0.171296,0.854061,0.241176,0.507508,0.854061,0.241176,0.507508,0.854061,0.241176,0.507508,0.811202,0.252941,0.490788,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,0.811202,0.252941,0.490788,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,0.811202,0.252941,0.490788,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,184.75,31.447286,86,202,2.333333,0.57735,2,3,40198,7959204,1560003984,66.060606,54.949495,0,61.010101,58.181818,60.606061,59.393939,58.585859,51.515152,56.161616,61.414141,74.747475,73.535354,85.454545,68.484848,52.525253,60.606061,75.151515,71.111111,77.575758,66.060606,71.515152
